rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef
192.90758939,4273,5,190.62,24251,142,66517080473.6,0.003,483000,-3030308.2,-1.9168203890323638,11308.352783203125
195.27989446,4303,5,191.62,24426,143,60031433932.8,0.003,486500,-3090607.65,-1.4029870927333832,11486.760888671875
195.29017467999998,4325,5,191.53,24545,144,64254088396.8,0.003,488880,-3096802.3,-0.6787042021751404,11179.0802734375
199.3619674,4426,5,196.3,25165,145,70370643353.6,0.003,501280,-3288692.075,-1.427540475130081,11160.13564453125
201.39556746,4461,5,195.95,25352,146,71760576716.8,0.003,505020,-3364590.75,-0.8603866443037986,11681.154443359375
204.03857975,4494,5,196.75,25541,147,71678128128.0,0.003,508800,-3446954.7,0.683185638487339,12090.944775390624
209.11273737,4541,5,197.52,25842,148,79325281484.8,0.003,514820,-3473940.75,1.9326858431100846,11688.85791015625
213.21114598,4593,5,198.69,26136,149,87865441894.4,0.003,520700,-3815512.3875,0.35547976195812225,12512.76611328125
213.46990934999997,4642,5,199.64,26421,150,83397952307.2,0.003,526400,-4022449.025,-1.1403323739767075,12811.899560546875
212.04706904999992,4666,5,199.16,26565,151,80523836825.6,0.003,529280,-3973996.9875,0.5924440413713455,12360.815234375
208.61863478999996,4705,5,200.0,26781,152,81039122841.6,0.003,533600,-3880322.4375,-2.6744927674531938,12215.731103515625
211.98223923999998,4804,5,203.59,27327,153,82490303692.8,0.003,544520,-3634653.35,0.13538302779197692,12249.29453125
213.50411899,4845,5,203.73,27551,154,78923875532.8,0.003,549000,-3611158.2125,1.066490077972412,12395.5021484375
213.68959130000002,4877,5,204.64,27772,155,82313916006.4,0.003,553420,-3542208.025,-2.6194479405879973,12175.546826171874
218.08192822,4921,5,206.22,28010,156,79893856256.0,0.003,558180,-3462770.75,0.8363579124212265,11951.929248046876
218.84727431,4968,5,207.2,28244,157,82709995929.6,0.003,562860,-3317755.2,1.2177736401557921,11470.4541015625
220.30249754999997,5030,5,209.45,28590,158,83737053184.0,0.003,569780,-3274634.85,1.1603753805160522,11702.65546875
220.49786996,5054,5,209.35,28704,159,85471896985.6,0.003,572060,-3349426.575,1.3425156608223916,11894.531640625
221.53922712999997,5113,5,211.16,29001,160,94944143360.0,0.003,578000,-3511094.375,2.851259133219719,11906.158056640625
220.66460249,5150,5,209.99,29176,161,93435815936.0,0.003,581500,-3644898.975,-0.4968367651104927,11896.63876953125
218.74277937000002,5178,5,209.54,29318,162,97130121625.6,0.003,584340,-3753074.8625,-2.9127743244171143,12279.835791015625
222.15875943000003,5241,5,210.98,29666,163,105094683852.8,0.003,591300,-3944253.6375,0.07835794687271118,12937.40712890625
223.95205893,5352,5,214.14,30293,164,145280050380.8,0.003,603840,-4272545.3,0.877999809384346,14159.3515625
227.47488375999998,5435,5,217.56,30733,165,170249096396.8,0.003,612640,-4707893.875,-2.14855652153492,14205.993603515624
223.79421274,5457,5,216.38,30856,166,162475348787.2,0.003,615100,-4723186.075,-0.07151241898536682,15381.65546875
222.65579902000002,5512,5,217.45,31165,167,170892070912.0,0.003,621280,-4992782.175,1.7164431810379028,15700.90068359375
223.23123350000003,5594,5,217.32,31544,168,174288874700.8,0.003,628860,-5214531.9,0.46629112064838407,15968.2001953125
226.11985658,5634,5,218.81,31787,169,190109775052.8,0.003,633720,-5474666.5,-0.8401901453733445,16173.54716796875
225.95572961999997,5670,5,218.91,31975,170,209712308224.0,0.003,637480,-5707034.45,0.04714610278606415,16286.81279296875
224.84888844999998,5698,5,218.31,32150,171,181036315443.2,0.003,640980,-5725159.475,-1.0932390630245208,15368.8853515625
228.67932595999994,5744,5,218.5,32409,172,185639951564.8,0.003,646160,-5870770.2,0.013744109869003296,16666.93408203125
229.20001369999997,5770,5,216.34,32569,173,186006454272.0,0.003,649360,-5784878.375,1.4900750041007995,15956.390283203125
226.49255047000003,5790,5,214.38,32701,174,162947966976.0,0.003,652000,-5848616.4,0.8234617084264755,15120.44423828125
223.23893194000004,5813,5,212.93,32815,175,161221521408.0,0.003,654280,-5729854.1,-1.0025040209293365,14279.921240234375
221.46701416000005,5828,5,212.02,32907,176,156420943052.8,0.003,656120,-5594358.675,0.7108881250023842,14897.208251953125
222.41467801000002,5883,5,212.84,33192,177,149849979699.2,0.003,661820,-5354248.8,-1.0521735906600953,14321.266064453124
223.06985827000005,5910,5,212.76,33345,178,143195817164.8,0.003,664880,-5200068.2,-1.0815064132213592,13825.754150390625
224.36141808000005,5936,5,211.55,33504,179,139600765747.2,0.003,668060,-5299106.65,-1.710648038983345,14332.952685546876
224.38215529000004,5971,5,211.81,33737,180,168357879808.0,0.003,672720,-5435453.575,-0.9864188596606255,14629.84560546875
225.0268255,5996,5,209.25,33888,181,175087633203.2,0.003,675740,-5510365.75,0.18721553981304168,14246.20087890625
226.85059277000005,6022,5,209.95,34063,182,222541297254.4,0.003,679240,-6312128.625,-0.18827579617500306,19024.599609375
226.19652529000004,6053,5,209.82,34223,183,267898567884.8,0.003,682440,-7498310.8,1.472095364332199,21947.281640625
224.66808376,6070,5,208.82,34314,184,268687964569.6,0.003,684260,-8214962.3,-0.5597910046577453,22018.69287109375
224.92947647999998,6105,5,208.93,34517,185,255553316454.4,0.003,688320,-8091106.075,-1.6533217385411263,18832.801171875
225.48881192000002,6137,5,208.47,34709,186,229858122956.8,0.003,692160,-7671363.625,1.574167338013649,17500.14814453125
228.73532857,6185,5,209.71,34995,187,205115183104.0,0.003,697880,-6913028.375,0.2951135128736496,15301.111572265625
229.21899139,6210,5,211.05,35159,188,198878167859.2,0.003,701160,-6545507.875,1.3409369111061096,15265.09423828125
232.22047821,6241,5,211.59,35342,189,203968103219.2,0.003,704820,-6328701.725,0.05465253591537476,16195.1572265625
232.33924214,6279,5,212.74,35582,190,207512003379.2,0.003,709620,-6228883.85,-1.8182190284132957,16470.058544921874
232.27728399000003,6299,5,213.42,35716,191,217243647180.8,0.003,712300,-6449672.95,-0.8869844228029251,16373.62412109375
237.86081330000002,6485,5,220.81,36716,192,249029294489.6,0.003,732300,-7815757.225,-0.9990909725427628,18036.2525390625
239.79298211000005,6593,5,225.76,37416,193,272051361382.4,0.003,746300,-9410689.15,1.9570712208747865,20498.39033203125
241.61024814000004,6676,5,227.65,37855,194,289266176819.2,0.003,755080,-9591445.3,-1.324481162428856,20021.21982421875
